issue_id,title,project,issue_type,priority,status,assignee_id,story_points,sprint_id,created_date,reporter_id,resolved_date,time_estimate,time_spent
423,Wait back cut sure,MOBILE,Task,High,In Progress,7,21,8,2025-04-08 14:07:20.054982,6,,18.4,16.7
424,May top civil measure mean,DATA,Story,Critical,In Progress,4,1,5,2025-04-08 14:08:48.644034,5,,31.2,35.3
425,Discuss happy part size,WEB,Task,Low,In Review,6,2,1,2025-04-08 14:10:12.851582,4,,15.3,16.7
426,Court somebody follow game,DEV,Story,Critical,Done,3,8,9,2025-04-08 14:09:37.363597,6,2025-04-25 14:09:37.363597,7.3,0.5
427,Truth change social help customer,OPS,Bug,Critical,In Progress,5,8,9,2025-04-08 14:08:36.958844,13,,10.8,13.0
428,Road short clear,OPS,Task,High,In Progress,13,2,7,2025-04-08 14:05:36.152493,12,,9.4,7.5
429,Man argue whether whatever inside,MOBILE,Bug,Low,In Progress,13,1,6,2025-04-08 14:07:05.594761,3,,29.5,17.3
430,Single begin least,MOBILE,Task,Medium,To Do,14,5,5,2025-04-08 14:08:00.434133,3,,19.3,0.0
431,Woman statement compare again,OPS,Bug,High,Done,15,3,5,2025-04-08 14:08:39.014541,5,2025-04-11 14:08:39.014541,28.6,23.1
432,Eat gun attack however travel father,DEV,Task,Medium,To Do,13,5,3,2025-04-08 14:10:34.488146,11,,17.2,0.0
433,Which maintain support you,DATA,Task,Medium,Done,2,2,10,2025-04-08 14:08:24.691325,5,2025-04-26 14:08:24.691325,35.7,32.8
434,Different show authority program answer understand,DATA,Bug,Medium,In Progress,3,1,1,2025-04-08 14:06:51.459292,9,,39.4,8.8
435,Same it police throw husband road,OPS,Task,Medium,To Do,13,1,6,2025-04-08 14:05:45.591697,15,,27.1,0.0
436,Important recent like prevent,DEV,Epic,High,Done,9,3,8,2025-04-08 14:06:01.590053,4,2025-04-26 14:06:01.590053,34.7,21.7
437,As respond from worry fly,OPS,Bug,Low,To Do,6,1,2,2025-04-08 14:04:45.691435,5,,20.8,0.0
438,Training section east share feeling specific,WEB,Story,Medium,Done,3,1,8,2025-04-08 14:07:38.460291,12,2025-04-10 14:07:38.460291,37.5,18.9
439,Start sport usually,WEB,Task,Medium,To Do,2,2,8,2025-04-08 14:05:05.621777,9,,33.4,0.0
440,These in education,OPS,Task,High,In Progress,5,2,10,2025-04-08 14:05:58.245333,4,,39.7,20.9
441,Personal talk significant interest,DEV,Bug,Low,In Progress,10,1,8,2025-04-08 14:09:54.014277,13,,25.3,3.5
442,Relate radio voice care,DEV,Bug,Medium,In Review,14,1,10,2025-04-08 14:08:34.520244,15,,31.4,7.5
443,Expert back enough find identify rest,OPS,Story,High,In Progress,5,8,3,2025-04-08 14:08:34.161394,15,,22.2,5.4
444,Various simple child,OPS,Bug,High,Done,1,1,10,2025-04-08 14:10:11.265140,3,2025-04-12 14:10:11.265140,11.1,6.2
445,Quickly watch individual defense wall,OPS,Bug,Medium,To Do,3,2,8,2025-04-08 14:04:40.546217,7,,14.8,0.0
446,Control benefit commercial report choice performance,DEV,Task,Medium,Done,7,2,4,2025-04-08 14:05:49.629979,7,2025-04-09 14:05:49.629979,35.9,48.2
447,Mission board go four including never,MOBILE,Task,Low,In Progress,9,5,3,2025-04-08 14:07:09.193512,8,,3.2,1.0
448,Food hot seem,DEV,Story,Medium,In Review,5,2,9,2025-04-08 14:06:12.961816,4,,24.1,15.0
449,Senior who example class,MOBILE,Task,Medium,In Progress,4,1,8,2025-04-08 14:05:55.427285,4,,15.5,7.2
450,Pressure big positive imagine garden,DEV,Task,High,Done,3,1,10,2025-04-08 14:10:07.292513,14,2025-04-18 14:10:07.292513,16.1,19.0
451,Space need future remember opportunity,MOBILE,Task,Medium,Done,10,3,2,2025-04-08 14:05:23.941961,14,2025-04-13 14:05:23.941961,35.5,2.7
452,Around three manage voice,WEB,Bug,Low,Done,13,3,8,2025-04-08 14:05:13.453007,9,2025-04-13 14:05:13.453007,34.3,10.1
453,Computer these high describe,DATA,Task,Medium,Done,9,2,3,2025-04-08 14:06:08.785306,10,2025-04-17 14:06:08.785306,24.4,7.7
454,Word anything main scene remember security,WEB,Task,High,Done,14,1,10,2025-04-08 14:05:17.158684,7,2025-04-22 14:05:17.158684,11.6,17.3
455,Bed somebody read letter,MOBILE,Task,High,To Do,7,2,6,2025-04-08 14:04:53.359481,3,,19.5,0.0
456,Process the especially writer authority,DEV,Story,High,Done,12,3,5,2025-04-08 14:10:21.746258,15,2025-04-21 14:10:21.746258,16.9,14.5
457,Drug hard organization hold,MOBILE,Task,Medium,In Review,7,3,8,2025-04-08 14:05:48.051404,13,,14.8,3.1
458,South street among,WEB,Bug,Low,To Do,14,1,9,2025-04-08 14:09:43.472400,9,,5.0,0.0
459,Concern talk quickly finish,DEV,Bug,High,In Review,13,3,7,2025-04-08 14:10:16.582434,13,,22.2,9.1
460,National hospital do should student,MOBILE,Task,Medium,Done,8,1,6,2025-04-08 14:08:52.364579,5,2025-04-21 14:08:52.364579,12.8,3.2
461,Lot employee standard table support,OPS,Story,Medium,In Progress,10,3,6,2025-04-08 14:04:52.251392,4,,26.8,5.0
462,Executive so herself give,DEV,Bug,Low,Done,1,3,1,2025-04-08 14:08:39.888102,1,2025-04-09 14:08:39.888102,13.4,16.0
463,Answer already wait guy,DEV,Epic,Medium,Done,11,8,5,2025-04-08 14:06:49.824605,9,2025-04-25 14:06:49.824605,17.8,13.2
464,Congress audience evening main always,MOBILE,Task,High,In Progress,4,2,8,2025-04-08 14:10:12.470696,6,,3.0,2.8
465,Why travel to protect to subject,OPS,Task,High,To Do,13,2,6,2025-04-08 14:10:33.329119,11,,39.7,0.0
466,Police decade pick require,DEV,Task,Medium,Done,13,1,1,2025-04-08 14:07:56.763985,2,2025-04-28 14:07:56.763985,20.8,10.3
467,Eye before foot management job,DATA,Bug,Low,Done,5,1,5,2025-04-08 14:05:33.307283,13,2025-04-16 14:05:33.307283,1.9,1.6
468,Court remain while avoid cup,DATA,Task,High,Done,5,1,5,2025-04-08 14:09:30.144101,7,2025-04-11 14:09:30.144101,22.1,8.5
469,Down really wife fight,DEV,Task,Medium,To Do,1,1,3,2025-04-08 14:10:32.231652,3,,34.9,0.0
470,Develop probably soldier road debate article,DEV,Bug,Medium,In Review,3,1,8,2025-04-08 14:07:17.476919,15,,31.1,14.4
471,Will become event director,MOBILE,Story,Medium,Done,2,13,9,2025-04-08 14:09:50.366388,6,2025-04-25 14:09:50.366388,28.3,27.7
472,Thousand it red for,DATA,Story,High,Done,12,3,6,2025-04-08 14:07:19.960969,8,2025-04-20 14:07:19.960969,6.4,1.4
473,Over door answer add,MOBILE,Bug,Low,In Review,7,1,6,2025-04-08 14:09:15.841225,3,,26.7,24.7
474,Few continue former similar because everybody,WEB,Task,Medium,Done,13,1,2,2025-04-08 14:10:25.878464,13,2025-04-26 14:10:25.878464,30.9,39.5
475,Majority large person his focus,DEV,Bug,Medium,To Do,14,2,10,2025-04-08 14:07:19.778185,12,,23.3,0.0
476,Crime clear current tree,WEB,Story,Medium,Done,5,2,2,2025-04-08 14:06:36.759502,12,2025-04-22 14:06:36.759502,35.8,6.5
477,That better thought information especially,MOBILE,Task,Low,In Progress,3,1,6,2025-04-08 14:05:33.629900,5,,11.8,15.9
478,Travel question mother expert,DEV,Task,Medium,In Progress,11,2,8,2025-04-08 14:06:58.963210,14,,10.4,1.2
479,Probably win individual suddenly glass choice,WEB,Task,Medium,To Do,8,8,2,2025-04-08 14:06:15.086408,6,,34.9,0.0
480,Information whose wall soldier trade,DEV,Task,Medium,Done,1,3,9,2025-04-08 14:05:40.753103,1,2025-04-19 14:05:40.753103,25.4,13.3
481,Very debate chair,WEB,Story,Medium,Done,1,2,9,2025-04-08 14:07:00.267969,10,2025-04-24 14:07:00.267969,1.1,1.0
482,Enjoy wall outside group spend,DEV,Story,High,Done,14,5,4,2025-04-08 14:07:16.173423,7,2025-04-12 14:07:16.173423,14.8,12.4
483,Plant market activity child maintain road,DEV,Task,Low,In Progress,6,1,4,2025-04-08 14:09:38.091447,4,,34.5,5.0
484,Body wife second audience,OPS,Task,Low,To Do,1,1,4,2025-04-08 14:08:28.363014,10,,2.1,0.0
485,Crime perhaps box,DEV,Task,Medium,To Do,4,2,5,2025-04-08 14:07:41.898481,11,,1.1,0.0
486,Energy help realize family,WEB,Bug,Medium,Done,6,3,8,2025-04-08 14:08:08.282217,15,2025-04-26 14:08:08.282217,12.0,14.4
487,Just opportunity present,DEV,Bug,High,To Do,1,2,2,2025-04-08 14:07:10.584397,7,,36.6,0.0
488,How people bag goal very but,DEV,Task,Low,Done,13,1,5,2025-04-08 14:09:40.002025,7,2025-04-15 14:09:40.002025,36.2,52.8
489,General student process impact loss,DEV,Story,Medium,In Progress,9,8,2,2025-04-08 14:08:31.862902,11,,21.2,5.8
490,Speech world the,DEV,Epic,Medium,To Do,15,2,8,2025-04-08 14:07:49.295959,5,,22.6,0.0
491,Or yes our none,DEV,Bug,Low,Done,4,5,1,2025-04-08 14:04:50.428027,8,2025-04-19 14:04:50.428027,13.9,18.7
492,Help mission environment probably,OPS,Task,Medium,Done,9,5,7,2025-04-08 14:08:57.651479,8,2025-04-24 14:08:57.651479,10.5,8.8
493,Body more population wife situation become,DEV,Bug,Low,Done,9,2,3,2025-04-08 14:10:29.745931,5,2025-04-24 14:10:29.745931,32.8,46.0
494,Perform base teacher order,DEV,Story,Medium,To Do,13,5,4,2025-04-08 14:08:33.724478,5,,5.1,0.0
495,Best something never again and,OPS,Story,Medium,In Progress,6,3,8,2025-04-08 14:05:04.607890,7,,20.0,5.3
496,Accept mission girl how church source,DEV,Bug,Medium,In Progress,13,8,3,2025-04-08 14:04:53.007565,6,,25.7,30.5
497,Represent accept citizen,MOBILE,Story,Medium,To Do,7,1,7,2025-04-08 14:09:14.175907,4,,5.0,0.0
498,Open science mind green,DEV,Story,Low,To Do,15,8,1,2025-04-08 14:07:06.891987,2,,21.3,0.0
499,Beautiful politics increase they,DEV,Bug,Medium,To Do,13,1,9,2025-04-08 14:06:49.957703,8,,23.5,0.0
500,Hundred book carry,WEB,Task,Medium,In Progress,1,5,6,2025-04-08 14:09:13.809265,3,,30.0,2.7
501,Decision my role owner baby sea,DATA,Task,High,Done,5,2,3,2025-04-08 14:10:08.434346,2,2025-04-11 14:10:08.434346,10.2,13.5
502,Since also society central successful affect,DEV,Bug,Critical,Done,3,1,7,2025-04-08 14:09:43.146290,12,2025-04-17 14:09:43.146290,12.4,12.5
503,Determine compare firm catch heavy value west,WEB,Task,Medium,To Do,10,1,5,2025-04-08 14:05:18.588537,15,,23.2,0.0
504,Learn sit local determine,DEV,Bug,Medium,To Do,10,2,8,2025-04-08 14:08:07.781340,10,,39.3,0.0
505,Piece low use nor letter dark,DEV,Task,Low,In Review,13,2,8,2025-04-08 14:07:44.712558,7,,9.5,5.3
506,Say under begin,DATA,Story,Medium,Done,6,1,9,2025-04-08 14:06:58.134385,10,2025-04-16 14:06:58.134385,39.5,11.3
507,Although hotel right soldier,DEV,Task,Medium,Done,4,1,6,2025-04-08 14:06:24.790810,6,2025-04-15 14:06:24.790810,28.9,35.4
508,Table kind such either sense,OPS,Bug,Medium,Done,15,2,4,2025-04-08 14:10:31.179286,8,2025-04-25 14:10:31.179286,33.2,30.0
509,Life pull add,DEV,Bug,Medium,Done,13,2,2,2025-04-08 14:10:34.728453,13,2025-04-19 14:10:34.728453,4.5,2.4
510,Box indeed service realize without,OPS,Task,Low,In Progress,14,2,3,2025-04-08 14:08:52.179589,14,,12.7,8.5
511,However military everybody billion affect trip,WEB,Task,Medium,In Review,13,5,5,2025-04-08 14:09:31.464557,6,,3.3,4.1
512,After wall town remain strategy,OPS,Task,High,In Progress,9,3,8,2025-04-08 14:07:34.635807,7,,15.5,7.9
513,Affect coach simply,DEV,Bug,Medium,In Progress,7,1,10,2025-04-08 14:05:46.161458,2,,39.3,5.3
514,Work million seek carry,MOBILE,Story,Critical,In Progress,15,2,2,2025-04-08 14:09:45.621051,10,,5.1,7.0
515,Mrs environmental because truth machine,MOBILE,Story,Medium,Done,14,5,5,2025-04-08 14:10:34.573195,14,2025-04-12 14:10:34.573195,22.9,13.3
516,Wonder fund window artist cultural,WEB,Story,High,To Do,15,1,9,2025-04-08 14:08:58.036963,2,,1.2,0.0
517,Car place chair individual perform price,OPS,Task,Medium,In Progress,4,2,2,2025-04-08 14:09:24.362410,6,,28.8,15.1
518,Skill table hundred Mrs exactly range,MOBILE,Task,High,Done,13,2,8,2025-04-08 14:05:53.374118,9,2025-04-12 14:05:53.374118,8.7,2.7
519,Trouble Mrs run rather audience,OPS,Bug,High,In Progress,11,13,3,2025-04-08 14:09:18.682819,14,,6.1,8.2
520,Enter turn from,DEV,Story,Medium,In Progress,6,2,8,2025-04-08 14:05:49.833131,3,,14.1,4.6
521,Training statement industry,WEB,Bug,Critical,Done,2,3,4,2025-04-08 14:10:20.024144,11,2025-04-13 14:10:20.024144,31.1,29.7
522,Study night us,OPS,Story,Critical,Done,14,2,4,2025-04-08 14:07:33.584403,10,2025-04-16 14:07:33.584403,5.2,6.9
523,Them admit hard,DEV,Task,Medium,Done,3,5,7,2025-04-08 14:07:27.224651,14,2025-04-18 14:07:27.224651,10.0,0.5
524,Describe clear voice case,WEB,Story,High,Done,15,2,5,2025-04-08 14:06:04.341769,14,2025-04-25 14:06:04.341769,1.3,1.6
525,Risk produce response move,DATA,Story,High,Done,11,2,4,2025-04-08 14:06:44.067283,13,2025-04-14 14:06:44.067283,38.8,23.9
526,Time decide tell study think recognize,WEB,Task,High,In Progress,7,2,7,2025-04-08 14:07:27.963310,8,,24.1,23.8
527,Standard child husband morning best,DEV,Epic,Low,In Progress,11,8,3,2025-04-08 14:07:28.993779,15,,29.1,16.3
528,Ten industry public expert cover gun,DEV,Bug,Medium,In Progress,12,1,9,2025-04-08 14:07:15.363980,5,,26.4,27.5
529,Vote audience affect dinner collection,OPS,Epic,Medium,In Review,4,1,5,2025-04-08 14:06:43.687291,13,,6.6,2.5
530,Check whose beautiful there,DATA,Story,Low,In Progress,14,3,3,2025-04-08 14:08:36.037686,6,,24.2,0.8
531,Throw design over husband employee,DATA,Epic,Critical,In Progress,12,3,2,2025-04-08 14:06:53.646315,6,,6.1,8.7
532,List argue last try sound upon,MOBILE,Bug,Medium,To Do,10,1,7,2025-04-08 14:08:28.417981,11,,16.6,0.0
533,Boy Mrs support,WEB,Bug,Low,In Progress,7,1,7,2025-04-08 14:07:59.792507,12,,23.2,0.6
534,Agent beat decision mission already late,DEV,Story,Medium,Done,9,2,5,2025-04-08 14:08:50.695226,10,2025-04-17 14:08:50.695226,22.8,28.2
535,Big team example usually,DEV,Epic,Low,Done,14,2,4,2025-04-08 14:08:09.342906,11,2025-04-18 14:08:09.342906,5.6,1.4
536,Window scene whose plan care,DEV,Bug,Low,To Do,13,5,2,2025-04-08 14:09:23.347435,13,,2.3,0.0
537,Window food star,DEV,Bug,High,To Do,5,1,2,2025-04-08 14:07:37.736255,3,,32.1,0.0
538,Speech star field security,OPS,Bug,Low,In Review,14,5,7,2025-04-08 14:08:25.435967,11,,29.3,17.2
539,Local trial teach particularly form purpose,OPS,Story,Low,In Progress,1,2,10,2025-04-08 14:05:20.645643,11,,4.2,5.2
540,Experience turn security particularly,WEB,Story,Medium,To Do,5,1,7,2025-04-08 14:10:16.078104,5,,6.0,0.0
541,Trouble total provide end,DATA,Task,Low,Done,6,2,4,2025-04-08 14:07:12.138380,12,2025-04-16 14:07:12.138380,35.8,11.1
542,Building source establish Mrs tonight tell,DATA,Bug,Critical,In Progress,14,3,4,2025-04-08 14:09:45.553024,1,,31.0,40.3
543,Article that relate,MOBILE,Task,Medium,In Review,11,1,4,2025-04-08 14:10:11.980914,2,,39.9,29.8
544,Yourself young forget,WEB,Bug,High,Done,2,3,2,2025-04-08 14:08:18.795922,10,2025-04-23 14:08:18.795922,10.9,6.0
545,Friend organization budget,DEV,Story,High,Done,8,5,9,2025-04-08 14:07:49.338523,15,2025-04-26 14:07:49.338523,20.0,19.9
546,Window professional event reduce own,WEB,Task,Medium,Done,13,1,1,2025-04-08 14:07:37.067969,3,2025-04-13 14:07:37.067969,10.2,5.2
547,Local ground course ask,DEV,Task,Medium,To Do,2,1,8,2025-04-08 14:06:26.475268,4,,25.3,0.0
548,Early south mind catch him,DEV,Story,Medium,Done,15,1,6,2025-04-08 14:08:39.118704,13,2025-04-26 14:08:39.118704,5.5,2.9
549,Significant front child data,DATA,Task,Medium,In Progress,14,5,10,2025-04-08 14:08:42.244331,9,,6.0,6.6
550,Produce catch want see nature land,DEV,Task,Medium,Done,9,1,7,2025-04-08 14:10:06.267698,1,2025-04-09 14:10:06.267698,3.8,1.8
551,Allow budget than,DEV,Story,High,In Progress,14,5,5,2025-04-08 14:05:27.153817,3,,28.0,8.4
552,Above return allow,WEB,Bug,Medium,In Review,13,2,6,2025-04-08 14:07:00.772713,3,,20.3,24.6
553,Yet black of hope reality over,MOBILE,Story,Low,Done,2,5,6,2025-04-08 14:06:17.608694,13,2025-04-10 14:06:17.608694,25.1,30.3
554,Practice station Mr hundred force hope any,DEV,Bug,Medium,Done,3,3,9,2025-04-08 14:05:05.993005,15,2025-04-18 14:05:05.993005,35.3,26.3
555,Purpose method voice,DEV,Story,Medium,In Progress,8,2,10,2025-04-08 14:10:28.129591,13,,29.9,23.6
556,Allow production art catch home,DATA,Bug,Medium,In Progress,11,8,4,2025-04-08 14:10:04.348332,6,,19.0,19.8
557,Wait how attention rate,DEV,Bug,Medium,Done,6,3,5,2025-04-08 14:08:35.577460,5,2025-04-14 14:08:35.577460,39.4,30.1
558,Foreign father wait,OPS,Task,Medium,In Progress,1,2,4,2025-04-08 14:07:37.412307,3,,18.8,11.8
559,Church approach now message wife,WEB,Epic,Low,In Review,15,3,1,2025-04-08 14:09:53.242904,4,,5.4,8.1
560,Company just positive mind,WEB,Epic,Medium,Done,4,3,10,2025-04-08 14:08:35.113924,11,2025-04-27 14:08:35.113924,39.7,8.8
561,Lot similar yourself report fear,DEV,Bug,Medium,Done,5,2,6,2025-04-08 14:05:05.811764,7,2025-04-19 14:05:05.811764,1.9,1.7
562,Class investment whether order art,MOBILE,Bug,Medium,In Progress,14,2,5,2025-04-08 14:10:31.192615,3,,22.4,29.8
563,Either live fire safe,OPS,Task,Medium,In Progress,11,2,4,2025-04-08 14:09:03.961760,9,,13.1,13.5
564,Debate business couple indeed,DEV,Task,Medium,Done,3,21,6,2025-04-08 14:08:32.966307,8,2025-04-26 14:08:32.966307,20.6,27.2
565,Boy oil near center,DEV,Story,Medium,In Progress,1,3,5,2025-04-08 14:07:45.950336,13,,22.8,11.5
566,Check discussion street,DEV,Task,Medium,In Review,3,1,3,2025-04-08 14:09:49.952832,2,,10.4,4.2
567,Candidate rise bar,MOBILE,Story,Medium,Done,13,2,2,2025-04-08 14:05:18.850709,5,2025-04-24 14:05:18.850709,22.7,29.0
568,Environmental so not vote,WEB,Story,Medium,In Progress,9,1,6,2025-04-08 14:08:02.338717,14,,30.5,18.0
569,Avoid Republican determine choice,DEV,Task,Low,Done,2,1,4,2025-04-08 14:08:37.537947,4,2025-04-16 14:08:37.537947,11.4,12.1
570,Discuss seven set movement,DEV,Story,Medium,In Progress,1,2,10,2025-04-08 14:09:31.097004,12,,16.0,3.5
571,Institution his himself,WEB,Bug,Low,In Progress,7,2,3,2025-04-08 14:10:08.491237,13,,11.5,13.0
572,Leader affect radio,OPS,Bug,High,In Progress,13,13,8,2025-04-08 14:06:12.811166,5,,33.0,27.2
573,Matter series half,MOBILE,Story,High,In Progress,7,21,9,2025-04-08 14:07:33.169602,3,,29.3,11.8
574,Possible leg through without sure,DEV,Bug,Medium,Done,5,1,7,2025-04-08 14:05:24.086748,10,2025-04-12 14:05:24.086748,35.0,26.0
575,Fact it finish stand front night,DEV,Bug,Medium,To Do,2,2,2,2025-04-08 14:08:05.457566,15,,7.6,0.0
576,Hospital stock best,WEB,Epic,Medium,In Progress,14,5,8,2025-04-08 14:08:37.282314,11,,3.9,4.1
577,Economic official create phone house role,DEV,Task,High,Done,1,1,5,2025-04-08 14:07:58.565239,1,2025-04-19 14:07:58.565239,5.7,0.1
578,Contain education apply season,MOBILE,Task,High,In Review,13,5,10,2025-04-08 14:08:33.513145,8,,7.3,7.0
579,Myself actually really interview blue another,WEB,Story,Medium,Done,5,5,7,2025-04-08 14:06:13.204148,9,2025-04-18 14:06:13.204148,21.8,17.7
580,Industry develop time,DEV,Task,High,To Do,10,3,5,2025-04-08 14:07:02.898655,8,,38.9,0.0
581,Team road live chance both,WEB,Epic,Medium,Done,4,2,2,2025-04-08 14:06:09.442299,4,2025-04-24 14:06:09.442299,14.9,4.9
582,Sit able join great,MOBILE,Bug,Medium,In Progress,9,8,4,2025-04-08 14:07:52.316634,12,,38.4,43.4
583,Walk field notice site plant decision,WEB,Task,Medium,Done,5,5,5,2025-04-08 14:06:49.539698,2,2025-04-20 14:06:49.539698,2.5,1.1
584,Natural today matter laugh realize,OPS,Story,High,Done,11,3,6,2025-04-08 14:09:07.017421,4,2025-04-11 14:09:07.017421,37.1,15.4
585,Analysis remember personal challenge,MOBILE,Task,High,Done,10,2,5,2025-04-08 14:08:02.926335,14,2025-04-19 14:08:02.926335,8.1,5.7
586,Serve almost finally better billion early,MOBILE,Story,Medium,To Do,12,5,10,2025-04-08 14:08:09.457062,9,,36.6,0.0
587,Fill admit possible either real reduce,MOBILE,Epic,Critical,To Do,12,2,1,2025-04-08 14:06:57.809413,10,,3.2,0.0
588,Public realize drive,DEV,Story,Medium,In Progress,2,1,1,2025-04-08 14:07:22.109299,9,,38.0,38.5
589,Approach measure style those cover,DEV,Task,Low,To Do,4,2,3,2025-04-08 14:10:03.662019,5,,8.8,0.0
590,Theory all according glass,DATA,Task,High,In Review,13,21,9,2025-04-08 14:07:36.636366,5,,12.8,17.8
591,Camera scene step recently,DATA,Epic,High,In Progress,12,5,2,2025-04-08 14:06:17.632199,10,,20.1,4.3
592,West cover build system,MOBILE,Task,Critical,In Progress,9,3,10,2025-04-08 14:05:28.904519,3,,15.8,9.4
593,Recognize parent close,MOBILE,Task,Low,Done,8,2,5,2025-04-08 14:10:04.414406,14,2025-04-24 14:10:04.414406,27.0,2.7
594,Reason simple language concern up service,DEV,Task,Critical,To Do,3,2,9,2025-04-08 14:07:11.091738,15,,39.0,0.0
595,Any study democratic finish defense,WEB,Bug,Low,To Do,8,5,7,2025-04-08 14:08:08.185663,6,,24.7,0.0
596,Race two work most huge,DATA,Bug,Medium,Done,13,3,8,2025-04-08 14:08:11.689965,7,2025-04-11 14:08:11.689965,29.1,33.1
597,Force new your teacher however side,OPS,Epic,Medium,In Progress,2,5,2,2025-04-08 14:05:27.622154,12,,4.4,3.0
598,Management allow tax method easy,DEV,Task,Critical,In Review,3,2,5,2025-04-08 14:08:25.861523,15,,25.5,27.0
599,Decade move hair soon almost structure,DEV,Bug,Medium,Done,14,5,9,2025-04-08 14:07:40.577761,10,2025-04-18 14:07:40.577761,18.7,9.0
600,Form case offer,WEB,Story,Medium,Done,5,5,1,2025-04-08 14:04:51.362507,14,2025-04-24 14:04:51.362507,35.5,45.0
601,Us marriage expert,WEB,Task,Medium,Done,11,2,1,2025-04-08 14:08:13.248281,15,2025-04-15 14:08:13.248281,16.1,12.9
602,Ready car common person,DEV,Story,Medium,Done,12,1,10,2025-04-08 14:05:31.541685,12,2025-04-23 14:05:31.541685,27.5,38.9
603,Religious everything theory whole decision,MOBILE,Bug,Medium,Done,14,1,8,2025-04-08 14:09:54.228816,9,2025-04-23 14:09:54.228816,9.9,1.2
604,Responsibility professor television office,DEV,Epic,Medium,Done,10,8,2,2025-04-08 14:08:20.416816,7,2025-04-18 14:08:20.416816,11.1,8.6
605,Even side full,MOBILE,Task,Medium,Done,10,3,9,2025-04-08 14:10:07.422880,3,2025-04-11 14:10:07.422880,15.7,18.1
606,Congress church push,MOBILE,Story,Medium,To Do,8,3,10,2025-04-08 14:06:34.612549,12,,12.9,0.0
607,Together should person along actually many our,OPS,Bug,Medium,Done,1,2,9,2025-04-08 14:08:28.560825,13,2025-04-14 14:08:28.560825,10.9,9.8
608,Back stage tough back environment,OPS,Task,High,In Progress,4,3,4,2025-04-08 14:05:44.923974,7,,2.9,0.1
609,Member none indeed should,WEB,Bug,Medium,Done,1,3,2,2025-04-08 14:05:16.238534,13,2025-04-26 14:05:16.238534,33.6,49.0
610,Organization into support pressure,MOBILE,Epic,Medium,Done,1,1,3,2025-04-08 14:04:41.426156,1,2025-04-13 14:04:41.426156,3.5,1.6
611,Front she throw worry order word,WEB,Bug,Critical,In Review,12,13,10,2025-04-08 14:07:07.710586,2,,35.6,13.3
612,Long dream itself,DATA,Story,Medium,To Do,5,2,1,2025-04-08 14:05:57.862161,4,,5.9,0.0
613,Deep meeting be,DEV,Bug,High,In Progress,6,2,3,2025-04-08 14:07:57.084214,7,,3.5,2.5
614,Candidate not beautiful federal game section,DATA,Bug,Critical,In Progress,15,2,5,2025-04-08 14:05:05.619166,15,,23.0,18.7
615,Article cultural industry,DEV,Task,Low,In Progress,1,1,3,2025-04-08 14:07:41.066384,9,,20.6,23.7
616,Hear per letter game stock ok,DEV,Story,Medium,Done,11,3,3,2025-04-08 14:08:15.439538,15,2025-04-24 14:08:15.439538,20.2,11.9
617,Position total social building to while,WEB,Story,Medium,Done,6,1,10,2025-04-08 14:06:18.530605,5,2025-04-21 14:06:18.530605,23.4,15.4
618,Life mouth magazine second station,MOBILE,Epic,Low,In Progress,5,5,6,2025-04-08 14:04:47.596444,15,,12.2,9.8
619,Space college really,DEV,Epic,High,In Review,4,2,3,2025-04-08 14:07:57.178598,8,,26.9,15.9
620,Include public issue number analysis,WEB,Bug,Low,Done,10,2,3,2025-04-08 14:04:59.770170,7,2025-04-11 14:04:59.770170,20.6,28.3
621,Film recently star scene,OPS,Story,High,In Progress,5,3,9,2025-04-08 14:05:58.457044,5,,14.1,18.0
622,Left difference between treat huge,DEV,Task,Medium,Done,8,5,2,2025-04-08 14:08:36.046266,13,2025-04-23 14:08:36.046266,33.2,22.7
623,President upon especially have seven chair,WEB,Story,Medium,Done,9,1,1,2025-04-08 14:06:43.123574,3,2025-04-28 14:06:43.123574,29.4,0.0
624,Point wall into,DEV,Bug,Low,In Progress,11,13,10,2025-04-08 14:06:35.799468,3,,16.4,22.2
625,Any traditional focus should safe,WEB,Story,Medium,Done,14,3,8,2025-04-08 14:08:39.979288,13,2025-04-14 14:08:39.979288,34.1,6.4
626,Place edge law worry bar where,MOBILE,Bug,Medium,In Review,12,1,3,2025-04-08 14:06:34.829021,6,,36.9,13.5
627,Attention media skill,DEV,Task,Medium,In Progress,2,2,7,2025-04-08 14:09:35.916258,10,,21.9,5.0
628,New player process table,DATA,Bug,High,Done,6,2,2,2025-04-08 14:07:46.033004,11,2025-04-12 14:07:46.033004,9.4,2.5
629,Second cultural forward,WEB,Bug,Medium,In Progress,3,5,8,2025-04-08 14:05:10.113043,4,,36.7,44.2
630,Sport federal matter,OPS,Task,High,To Do,15,2,9,2025-04-08 14:09:06.738878,3,,8.4,0.0
631,Customer seem million,MOBILE,Story,Medium,Done,2,2,8,2025-04-08 14:07:44.139978,4,2025-04-23 14:07:44.139978,2.9,2.5
632,Rest tonight woman,OPS,Story,Medium,In Progress,12,1,8,2025-04-08 14:07:03.485410,3,,13.8,19.8
633,Whole writer all,DEV,Bug,Low,To Do,14,1,8,2025-04-08 14:05:58.873994,13,,29.4,0.0
634,Shoulder clear baby later,DEV,Bug,Medium,Done,13,3,7,2025-04-08 14:05:14.624397,15,2025-04-26 14:05:14.624397,37.0,12.8
